,attackhlc
40362,0
98094,0
87698,1
83024,1
113859,3
114897,3
120053,1
22943,1
88091,1
16898,0
37314,1
71964,0
119473,0
89519,1
103540,3
92442,1
112856,1
656,0
67432,0
90902,1
33002,1
85937,0
50457,0
27178,0
65715,0
21687,3
90940,0
77919,3
90716,0
64987,1
59754,1
27140,1
97642,0
82586,1
56543,1
12894,1
23081,1
96673,1
14251,1
64490,0
36443,1
5948,3
51436,0
40794,1
63260,0
85952,1
88195,1
26477,1
96632,1
83353,0
102167,1
25571,1
27951,1
86304,1
115185,0
108152,0
64733,1
117302,0
10740,3
94714,0
71820,0
56742,0
107306,1
60345,1
17124,0
41004,1
13101,0
79957,1
85555,1
15875,0
75828,0
119739,0
10712,1
58585,0
74704,1
110298,0
62607,1
31117,1
1854,1
116192,0
83443,0
18520,1
12269,1
93161,0
31761,2
50651,1
98102,1
85246,0
29530,0
56545,1
70637,1
122143,0
45109,0
78643,1
69771,0
104534,1
51223,2
23893,1
22775,0
125109,2
115860,1
80174,0
69392,3
90442,0
106469,0
108112,1
96860,1
34869,0
24670,1
87668,1
80281,0
122027,3
56071,1
45951,0
25740,1
73066,0
119187,0
113438,0
40055,0
102528,0
111773,1
62048,0
52867,1
4680,0
52376,0
84613,3
55277,0
90188,1
23643,0
107254,1
79943,0
111233,1
59392,1
119783,0
120363,3
3341,0
76180,0
83244,0
109462,1
79574,0
53596,0
123722,0
48304,1
99817,0
30508,1
50925,1
123505,0
124466,0
70519,1
92688,1
22768,0
76218,0
87084,0
49818,1
50567,0
107352,0
14009,0
77021,0
3899,0
116554,1
98866,1
64739,1
1849,1
117032,0
80541,0
74851,0
120958,0
123929,0
38892,1
88138,0
125910,0
14898,0
9953,1
2794,1
32424,1
44085,1
25498,0
31476,1
88225,0
118588,0
46886,1
18953,0
102162,0
1725,0
84508,1
110965,0
92936,1
124617,1
31927,0
27763,0
108547,0
83830,0
94384,1
68339,0
92942,0
10899,1
86381,3
120316,3
39194,0
96765,0
2834,0
3007,1
57535,3
110524,0
62517,0
21573,0
90721,0
83987,1
91071,1
70691,1
66141,3
99293,1
1351,0
110807,0
119477,0
59725,1
56994,0
21532,3
7656,1
74860,1
104083,1
82233,0
24587,0
108089,0
22454,1
29075,0
893,1
24054,0
44534,0
33062,0
38957,0
32630,1
36669,0
41416,1
119319,0
92836,0
27205,1
90102,1
46671,0
117514,1
30832,0
35585,1
37638,1
122792,0
102925,0
13041,0
27267,0
94467,0
58786,1
124936,1
63124,1
49394,0
100312,0
15040,0
80078,0
122475,0
124118,3
27131,0
72624,0
94459,1
55075,0
64125,1
40243,0
114902,1
71434,0
91493,0
118534,1
52628,0
84993,0
77699,0
81390,1
48970,0
14084,0
49280,0
1515,0
102549,1
104777,1
51694,0
74529,1
42768,0
76895,3
106812,1
47455,0
39245,0
59801,1
38630,0
26223,3
36515,0
83423,1
85880,0
92126,0
78676,0
5647,0
100197,0
33942,0
69652,0
63718,0
63390,1
69339,0
41764,1
8077,1
2598,0
13019,0
110215,3
63431,0
62978,1
104759,0
120006,0
90930,0
52776,0
98508,1
39367,1
70170,0
5837,1
4775,1
58623,1
107782,1
19117,0
125055,0
125259,1
111557,1
30897,1
64587,1
20620,0
21918,1
83140,0
52515,1
3329,0
16655,0
4894,0
73717,3
112157,3
70403,0
113247,0
124059,0
32606,0
27142,0
76118,0
29631,0
57566,1
79954,0
86020,0
78654,0
20933,3
35214,0
112985,0
52318,0
14177,0
42699,0
30248,1
3545,0
29027,3
102517,0
13868,0
105100,1
107912,1
24499,1
115139,1
92050,0
131,1
52012,0
113706,0
67442,1
107893,0
31081,0
117809,1
50114,1
52868,3
120437,0
109844,1
52845,1
50264,2
102592,0
854,0
105997,1
25945,1
77921,3
88235,0
97957,1
52769,1
119730,1
58169,0
105171,1
61703,0
98205,0
38538,1
89728,1
105326,0
111763,0
19866,0
56023,0
120111,0
87600,0
90476,0
53386,3
31725,0
89570,1
93522,1
8545,0
51327,0
8996,1
38087,0
118561,1
57557,1
64604,0
42592,1
57943,1
113538,1
31056,1
116000,1
117682,0
15532,0
64728,0
42675,1
45758,1
76000,3
33768,0
48753,0
83606,1
105500,1
112341,0
87547,1
81762,0
18743,0
82384,1
112679,0
78541,1
88426,0
33545,1
26801,3
1386,1
103249,0
47145,0
5458,1
120080,0
6794,0
85024,3
63199,1
60772,0
72735,1
9517,0
118403,3
89575,1
121628,1
79285,1
74287,0
65897,1
86627,0
75409,3
75100,0
40426,3
15952,0
115412,1
48387,0
82425,3
86403,0
103781,0
71014,0
56228,0
95912,0
47821,0
93846,0
94669,1
28921,3
108609,1
84231,0
95504,3
17948,1
55709,3
89214,0
5134,0
38217,0
31314,1
93085,1
12942,0
98927,3
84881,0
8173,0
1575,0
27255,0
26470,1
58653,0
13908,3
100582,1
112932,1
81976,0
6517,1
19254,0
87599,1
46595,1
113111,1
93164,0
18989,0
105051,0
16937,1
118741,0
32759,0
30912,0
113816,1
52434,0
79920,0
49307,1
55271,0
95811,0
100517,0
75164,1
96981,1
13651,0
84153,1
108018,0
82599,0
118226,1
103371,1
101971,0
88156,0
48165,0
2096,0
14101,0
45165,1
37804,1
16834,0
28403,0
12830,1
49716,1
61802,0
101824,1
68344,0
124947,0
100686,1
11634,1
46294,0
24758,1
37528,1
115994,0
16985,0
25398,0
112693,0
15074,0
53252,1
13008,0
47565,0
34047,0
78175,3
82944,0
58115,0
41133,0
102351,0
25564,3
22923,0
40763,1
88970,0
36281,0
23882,0
96024,1
55205,0
72527,1
108276,0
11563,1
17433,0
11945,0
93709,0
73581,0
44918,0
103284,3
38688,3
97594,0
113402,0
10544,0
68176,0
49726,1
7538,3
98868,0
105949,1
112569,0
22436,0
103198,1
105926,0
102435,3
60793,1
48200,1
16007,0
101703,0
50851,1
60444,3
114888,0
84926,0
120411,1
90764,1
26671,0
20486,1
108229,0
19721,0
120358,0
73649,1
75074,1
106511,1
51201,0
111609,3
33595,0
73272,0
107703,0
116289,1
91070,3
76519,3
11178,0
119430,2
34327,1
5271,1
113397,1
62004,1
11236,0
69631,1
19596,1
101702,1
87695,0
64288,0
15843,1
18452,0
45583,1
114541,1
49760,0
65534,0
1921,0
118136,1
24516,3
27933,1
54458,1
2979,1
66470,1
76985,3
10913,1
107048,3
91182,0
106791,1
64409,1
71160,0
99854,0
35276,0
27885,1
55915,0
63159,0
31890,0
70133,0
106121,0
39537,1
35391,0
51450,0
38381,0
57896,0
78606,0
79114,1
121938,0
24034,0
41758,1
21894,0
104199,0
88102,0
96853,0
9998,1
117910,0
122844,0
12955,0
111431,1
86490,0
11826,3
85393,0
91143,0
52492,0
10316,0
22227,0
98197,1
93105,0
38988,1
124470,1
92057,1
96943,1
5770,1
84617,1
25624,0
100684,1
115383,0
103555,0
29984,1
385,0
93122,1
121734,3
93012,0
82723,1
60589,3
88681,1
97931,0
103064,1
121138,1
76515,0
111740,0
14564,1
77336,1
71007,0
48018,1
86813,0
15522,1
23151,0
25607,1
92932,0
38593,3
93500,1
60149,0
83503,3
40047,0
99971,1
54015,1
33335,0
109778,0
23989,0
84869,0
120909,0
87189,1
12406,0
1603,1
7271,0
99017,3
62785,1
21356,2
113158,1
84789,1
107248,0
33442,1
7043,1
123613,0
82205,1
50036,0
96161,0
51081,0
88014,3
121502,0
4792,1
108821,2
93737,0
123607,0
32616,0
43889,1
15944,1
116466,3
118661,1
80484,1
36362,0
9363,0
26226,0
115129,0
3744,0
78374,0
17316,1
36692,1
124521,0
16713,0
23983,1
39845,0
84342,0
79146,3
27899,3
68017,0
47712,1
24111,1
68652,1
38476,1
45936,1
42100,1
7621,1
97414,1
62337,0
3446,0
14697,0
15016,0
28330,0
35947,0
91481,1
112258,1
116903,0
47584,0
41610,0
18094,1
104141,0
49274,1
68723,3
109525,0
55603,0
2280,3
58617,0
77187,3
56391,0
61779,1
93200,0
83644,3
30006,0
17396,1
79805,0
61098,1
89179,0
59145,1
10836,1
54368,1
70555,0
28058,1
124104,3
4149,0
90079,1
15505,0
98541,0
9611,0
4110,3
70324,0
1038,3
92927,1
18868,0
122294,0
16172,0
109364,0
84268,0
62731,0
80487,1
115341,3
83609,1
81244,0
124531,0
119374,0
838,1
93958,1
29527,0
90746,3
61942,3
118537,1
96471,1
70830,1
5891,3
107080,3
43654,0
28727,3
89971,0
7336,0
28738,1
75637,0
117598,3
75444,1
8992,0
99490,1
15958,0
40213,1
113540,0
25856,0
124203,0
8953,0
93868,0
83930,1
114027,3
83605,0
101301,0
111815,0
82414,1
80797,0
70070,0
83764,0
114323,0
125034,0
68333,1
58450,0
33053,0
26109,1
34672,0
88206,0
80050,0
1315,0
81190,1
42330,0
100298,1
39081,0
51367,0
9060,1
81676,0
89626,0
2299,1
102762,0
121417,1
101296,1
112155,1
38926,1
123107,3
99187,0
55513,1
78751,0
125677,1
76440,1
96809,0
22380,0
43757,1
32806,3
91276,0
17182,1
111385,0
38323,0
103629,1
22422,1
30432,1
111927,1
110996,0
52690,0
71386,0
17108,0
58183,0
60244,0
23109,1
82220,1
110257,0
10158,0
37409,0
27,0
61975,1
23380,0
97714,0
67791,0
44312,0
34497,0
45268,1
123548,0
101364,0
33678,1
99069,1
43615,0
57261,0
120916,1
122651,1
11088,0
62662,1
10502,1
72078,0
58476,1
86611,1
22400,0
9187,0
99911,0
28105,1
118241,1
10294,0
70820,0
106724,1
87836,1
20296,0
32822,0
69479,0
4509,0
37380,1
97445,1
91181,1
53306,1
40321,3
25660,1
114739,0
56478,0
120096,0
19141,0
49046,0
8353,0
125388,0
8622,0
113169,3
36631,0
47349,1
118871,0
59571,0
117272,0
116989,1
16955,1
118752,0
60573,0
6609,3
55881,1
31824,1
87605,0
113094,3
2263,1
15181,0
52290,0
84908,0
101204,3
26621,1
106668,1
18435,0
89805,1
86014,1
62937,0
35905,0
41900,0
117445,1
28131,0
42754,0
109908,0
112713,0
103671,3
53602,3
71215,0
87431,0
64410,0
84396,0
5941,1
33925,0
118805,0
86296,0
23576,3
10908,1
20631,0
22042,1
58,1
96063,1
89254,1
37963,1
49383,0
92652,1
23719,1
81193,1
107772,1
58525,0
17601,1
46556,0
68163,3
36587,0
59135,0
110027,1
8762,1
93317,1
86407,0
25213,0
47429,0
122808,0
44060,0
6132,0
48294,0
101027,0
73388,0
82491,1
6087,3
64539,0
101275,0
125771,1
40360,1
762,0
69061,0
93216,0
14924,0
37049,0
55716,1
51799,0
72184,0
74004,1
118182,1
122924,3
59948,0
101789,1
60343,0
105104,0
19099,0
18405,0
82746,1
68029,1
89434,0
30652,1
55936,0
60679,0
40246,1
63104,1
65331,1
35917,3
3830,0
26656,0
118447,0
32875,0
8438,0
125224,1
62543,0
113954,1
117064,3
62301,1
50112,1
72889,0
100865,0
22594,1
107746,0
56110,1
112721,0
46613,0
95035,1
91198,0
94218,1
106557,2
23442,0
49683,1
32619,3
102476,0
24813,1
85848,0
11986,0
14966,3
69042,0
71066,0
15775,0
105773,1
11900,0
108667,0
112940,1
95623,1
7122,0
97320,1
91957,1
102104,0
38986,0
26127,1
43605,1
115964,0
50795,0
54421,1
32554,1
104166,0
77372,0
59279,0
103536,0
105399,1
33897,0
117375,0
64303,0
66392,0
47055,0
45355,1
51622,0
88311,1
5984,0
16653,0
62896,0
52567,0
107264,0
76184,1
101276,1
27993,3
47249,0
121096,1
99022,0
102291,3
54463,1
73498,1
7681,0
51875,0
89336,0
97054,0
1960,1
8420,3
40796,1
99794,1
113267,1
80477,0
91926,1
37629,0
104298,1
9035,0
9345,0
124820,0
114714,1
107843,1
99847,1
103129,0
42495,0
83092,0
98079,0
17876,1
33143,1
63218,0
102719,3
38644,1
23397,1
3727,1
67766,3
59917,1
9175,1
34002,1
116734,0
42362,0
54555,0
93090,0
12315,1
25127,1
124836,0
77872,0
113216,0
19703,0
86195,0
29788,1
38527,1
74517,0
61254,0
51494,0
84535,1
51404,0
15918,1
25346,1
5784,1
69542,3
96490,1
33353,1
115258,0
64072,3
71189,0
31343,0
44030,0
93900,1
105996,1
21793,1
125173,0
91159,1
21902,3
87241,1
87803,0
57157,0
29613,1
54843,1
64999,0
62929,0
87033,0
62882,1
15838,0
41220,0
109347,0
96972,2
117540,1
120635,0
32010,0
125437,1
95819,3
120521,3
5081,1
72931,0
27821,1
28902,0
61639,1
106720,1
5502,1
125318,1
31104,0
2954,0
116322,1
62841,0
46204,1
18547,3
65006,1
15223,0
122586,0
64906,1
46344,0
24756,0
104359,1
12628,0
50154,0
50803,0
122430,0
47218,1
52208,1
35430,1
19014,0
114595,0
56842,0
76245,1
61454,0
67051,1
9990,1
11926,1
92778,0
75358,1
112633,0
82671,0
92946,0
98768,0
83496,0
2839,1
50673,0
121990,0
123851,0
62488,2
82728,1
51291,0
124252,0
69461,0
102307,0
100662,0
78835,0
56458,0
87285,1
72887,0
14097,1
83439,0
96154,1
46533,3
42347,0
50647,3
95820,3
46540,0
30937,1
26498,0
100666,1
118638,1
81793,0
5212,0
42504,1
100808,3
55692,1
73476,0
95837,1
49430,1
11930,0
17145,0
85071,0
103456,1
45411,0
81697,0
31693,1
84512,0
104129,0
25246,0
70167,0
59125,0
108072,1
53148,1
25605,3
32025,1
36861,1
47161,1
116691,0
55492,0
79439,0
122276,0
55302,3
98791,0
23330,0
46059,0
116603,1
78864,0
11586,0
109898,1
21857,1
114800,0
94793,0
101382,0
68330,0
17521,1
58688,0
15338,1
78132,1
33454,0
69859,3
15313,3
90483,0
5062,1
82261,0
123144,1
1853,1
43160,1
14669,1
73477,0
77646,0
46137,1
103793,1
32322,0
60178,0
124614,1
57810,1
75751,1
114129,1
99753,3
34112,1
101085,0
123842,3
36927,1
96328,1
39358,0
3387,1
31857,1
94222,3
121766,1
40136,0
20325,0
44511,1
111427,0
37425,1
25315,0
65054,0
108472,1
9521,1
64913,0
57259,1
17605,0
76806,3
39992,0
2740,0
105602,0
42491,1
125608,0
123836,0
114357,0
50685,0
23811,1
38658,0
115682,0
30314,0
54798,1
37600,1
86130,1
124771,0
78019,0
68424,0
6212,0
108107,0
29358,0
104324,1
46992,3
31438,0
105048,0
82474,1
11469,0
59464,0
105707,1
44283,0
84925,0
115064,1
33480,0
104975,1
67794,0
81167,0
79867,0
43394,1
99009,0
61016,0
92799,0
48689,1
112052,1
23143,1
69012,1
12956,0
99731,0
39896,1
50830,1
27825,1
82607,1
121137,1
123662,1
101963,1
60243,0
74879,0
20095,0
30841,1
46878,1
64648,1
95144,1
53431,0
106718,3
97085,0
70614,0
117462,0
52941,0
26433,0
22328,0
13919,3
111092,1
34967,3
65786,1
70617,3
113163,0
49337,0
40554,0
27815,0
100368,0
24025,1
112344,0
23615,1
73968,1
80934,0
95742,0
42463,3
99119,0
15440,0
34101,1
113151,3
24055,0
105137,1
12748,0
9051,0
83077,1
16069,1
92482,1
40929,1
106016,0
31631,0
28406,0
56839,0
69024,0
48509,0
125344,1
8766,0
46583,0
87712,1
25884,1
125602,0
36875,0
10900,1
49447,0
6734,1
10967,0
50151,0
76758,0
74654,0
9746,0
26969,1
79649,0
10947,1
47763,0
111760,1
110560,0
79864,0
91696,0
96127,0
79886,1
120257,1
19867,1
108261,0
72552,1
96248,0
83010,0
1655,0
26478,0
71718,1
51793,0
32244,0
16671,0
36570,0
89166,0
81640,1
72121,1
64621,0
115082,1
59975,0
119593,0
31175,3
89705,1
5024,0
74663,1
53140,0
82114,1
72910,0
43139,0
20974,1
3002,1
51303,1
4650,0
88386,3
30995,1
22539,0
125571,0
15362,1
14436,0
28071,2
58244,0
3235,1
90557,0
119221,1
2867,1
109179,1
23184,0
40957,1
9906,1
87958,1
5043,0
108000,0
28309,0
18312,0
9017,0
98190,1
103534,0
87286,3
113662,1
21398,0
75413,0
101688,0
33040,0
44392,1
22568,0
56775,0
106574,1
90964,0
121501,1
80715,0
105557,0
40718,1
13710,1
38275,0
24893,0
4692,0
1608,0
42564,0
80863,0
119364,3
16016,0
18459,3
80145,0
8254,1
56876,0
66168,0
69322,0
87148,0
43587,1
58347,1
115901,1
3856,0
42614,3
20250,1
98153,1
104870,0
50726,0
71488,1
29260,1
88324,3
42547,0
30666,3
101224,0
74939,1
18074,0
112108,1
27186,1
15217,0
34739,1
97208,1
75499,3
81461,3
65055,0
81646,1
60447,1
100409,0
49053,1
101509,3
62321,1
62225,0
22947,0
117596,0
65051,0
46590,0
94120,0
7908,0
34318,0
100720,0
43724,3
83816,0
60488,0
85158,0
38188,3
17348,0
67386,0
66412,0
41839,0
8742,1
4465,0
70879,1
62657,0
35256,0
75922,0
97188,0
74721,0
26679,1
73730,0
61108,0
89708,1
25317,1
4191,1
103757,0
91223,1
36450,3
17721,1
109859,0
16651,0
17553,0
113810,0
125367,1
69462,0
85999,0
97310,3
110468,0
125630,0
91160,0
31841,0
80765,1
61743,0
73606,1
92412,0
4681,1
58003,1
35846,3
42484,0
78531,0
8913,3
98555,1
42600,2
19262,1
77916,0
21065,1
101143,0
30012,0
65851,0
125510,0
54217,3
123172,0
84134,1
18893,1
81197,3
10615,0
90802,1
29670,0
111673,1
64442,0
63738,0
56807,0
27957,1
61755,0
59274,0
100544,0
123074,1
24554,0
12893,0
125944,1
9997,0
101180,0
13777,0
76017,1
46292,3
103223,3
89802,3
25428,1
114186,1
53592,0
67858,3
71527,0
25367,0
121515,0
72832,0
21025,0
101308,0
37330,1
48033,0
122730,0
39564,0
21506,3
19115,0
16211,0
55649,0
121071,3
115308,1
81521,1
29148,1
79794,3
62508,0
75389,0
110895,1
13991,3
112149,1
96847,1
107163,1
66884,0
43231,1
41293,0
111448,1
21923,1
72314,0
118338,0
84347,1
44720,1
42419,0
71982,1
95330,1
124580,0
3562,1
117660,1
59183,1
68400,1
119001,1
4014,1
25250,1
102009,1
99102,1
97648,1
108063,1
89472,1
108254,0
121089,0
101336,0
59506,3
76355,3
54519,0
79412,0
75302,1
2237,0
9540,1
11388,1
88348,0
28073,1
73024,1
112717,1
73247,0
15557,3
61680,0
59949,0
46858,1
15711,1
47164,1
6411,3
99373,0
123593,3
40814,1
69131,1
100915,1
53266,0
53863,1
46129,1
7269,1
62474,2
113697,0
42776,0
120603,0
2916,0
100778,0
82693,0
68182,0
40795,3
3924,0
84205,3
104667,0
109712,1
63800,1
19018,1
82360,1
1902,1
33557,0
66120,1
17743,0
7983,0
17474,1
43488,0
94544,0
40386,1
60808,0
88702,1
115913,0
43303,0
18424,0
40294,0
39876,3
44615,0
73881,1
1275,3
71506,0
75646,0
88726,0
70183,1
37196,1
19156,1
113018,1
61486,0
5347,1
12615,1
88539,1
2121,0
25434,0
1956,1
98536,1
93887,0
1407,0
108842,0
114836,0
58132,0
46722,0
42250,0
6097,1
67343,0
4044,0
108097,0
60622,3
9278,1
8308,0
102469,0
93822,0
43510,0
121973,0
124835,1
110886,1
71763,0
103463,1
113683,0
80801,1
116949,1
15788,1
76050,0
42381,1
56422,1
75406,1
13231,0
33438,1
70739,1
2593,1
74256,0
21605,0
90505,0
36949,3
45027,0
125324,1
104114,0
103990,0
78671,0
61937,1
57145,0
90118,0
61011,1
103872,0
102241,0
59413,0
29733,0
75765,1
76410,0
22801,0
104204,0
9288,3
78685,0
31866,0
122680,0
11204,1
3236,0
17679,3
57716,0
12899,0
116354,0
120338,1
113,0
77598,0
1227,1
98316,1
63620,1
77635,0
99294,0
114604,1
117579,0
13390,1
21926,0
103017,0
15421,3
104272,0
101995,0
18151,0
59418,1
2013,1
58053,0
42915,0
46190,3
53970,1
78276,1
68833,1
22979,1
48473,0
122292,1
75450,0
117607,0
91314,3
52731,0
39961,1
12805,1
107748,0
27295,3
55510,0
6994,0
31415,1
29617,0
74947,0
45176,0
103451,0
102713,1
114552,0
31560,1
31186,0
66561,3
36996,0
25809,0
22625,1
99307,1
19750,2
59233,3
35243,0
38577,1
115459,0
87142,0
91414,1
114883,0
9843,3
45280,0
27582,1
16447,0
78704,1
122096,1
44537,1
90339,1
75601,0
89592,1
41213,1
98328,0
8088,1
115033,1
88869,0
93664,1
46742,1
11924,0
67090,0
74943,1
46037,3
62769,3
30014,1
100817,0
18080,2
66837,0
64000,0
120021,1
7327,0
125205,1
120624,1
94203,3
82714,0
62330,0
101388,1
74622,0
67574,3
52641,1
123860,0
27660,0
1330,1
115159,1
124150,0
32818,0
10651,0
88844,0
17510,0
114851,1
37594,0
111258,0
110168,0
84469,0
124562,1
77724,3
86079,0
69953,1
8424,3
116793,0
47478,1
112343,1
62313,0
100321,0
2736,1
77340,0
9143,1
91012,0
69693,1
43602,1
10116,0
79999,3
11496,0
116475,1
6947,3
93004,1
41510,2
110032,1
3226,0
1508,0
122126,1
20722,0
124027,1
97977,0
2815,0
50464,1
67317,0
24737,1
55231,1
94193,1
109774,1
111793,1
46039,1
44633,0
38586,0
125225,0
18578,0
33447,0
69990,0
111898,0
60296,0
120798,1
35987,0
31244,0
65605,0
31179,0
107018,0
91985,0
18273,1
99682,3
84474,1
38752,1
42957,3
29102,1
43767,0
92490,1
90967,0
3854,1
11121,1
104258,0
57773,0
73969,0
41834,0
93674,0
60726,0
97391,1
70177,1
1123,2
25339,3
672,0
59784,0
34664,1
90514,3
3601,0
118915,0
27072,3
33398,0
58887,1
106178,0
263,1
73703,3
119752,3
115188,3
47999,1
60135,0
7485,0
48140,3
97314,1
67662,1
112034,1
118240,1
123037,0
76494,0
43958,1
71591,1
54804,1
24076,3
34903,0
31919,1
91403,0
21574,2
3811,0
8383,1
125111,0
16091,0
101278,0
61656,0
94405,0
74448,0
93400,0
58212,0
39127,0
10145,3
123097,0
68849,1
36735,0
32261,0
124076,0
6368,1
16384,1
13591,1
8740,0
48817,1
73349,3
92504,0
95046,1
81256,0
116473,0
3078,1
114664,1
114969,1
73134,1
116578,0
45658,0
26154,0
87469,0
23698,3
6999,1
106655,0
33430,0
104225,1
82877,0
74097,0
2241,0
13489,1
44469,3
111446,0
88064,0
61634,0
96422,0
123711,1
22339,3
23869,1
89812,3
4361,1
27770,0
72913,0
34985,1
122358,0
17314,0
70429,0
30795,0
13171,0
65889,1
69172,0
4322,0
14689,0
8451,0
106658,0
49938,0
59053,0
83018,0
90039,0
93990,0
117801,3
24803,0
48044,0
38982,0
79866,0
63203,1
31504,0
81895,1
71264,1
23335,0
32973,0
32330,0
115127,1
16596,1
92084,3
50410,0
11560,0
80353,1
106336,0
9721,1
10749,1
100028,0
122706,1
61410,3
124965,1
17331,0
115131,0
31838,1
58825,0
87861,3
17071,0
45538,0
88671,0
70777,1
19969,1
30586,1
28436,1
6396,0
77769,1
26200,0
68430,0
32327,1
51991,1
35491,0
20991,1
101468,1
97189,3
38095,1
110613,1
90176,0
99830,1
71910,1
57167,1
98538,0
48186,0
58235,1
81995,1
42755,1
11145,0
11648,0
104151,0
15982,1
13516,1
41436,1
30567,1
14275,0
71022,0
96639,3
43718,0
65383,1
3877,0
26373,0
29428,1
67013,1
75547,0
62486,1
4594,0
32026,0
25386,1
69446,1
99865,1
23368,3
20729,0
27807,0
68890,1
59393,0
49145,0
88294,3
106646,0
91242,1
16986,1
49345,1
12205,0
38502,0
43544,3
105768,1
61191,0
71582,1
112659,0
43934,1
6203,0
113777,0
81257,0
91304,0
45316,0
65029,0
80053,0
10660,0
11767,0
33316,1
97650,0
104331,1
89201,1
48896,0
40971,3
43184,1
27277,0
61539,0
5370,1
5429,0
3124,0
86698,0
22259,0
16530,1
121142,1
74093,0
94200,0
32595,1
56932,0
123658,0
103930,0
53316,3
71956,1
17576,0
15167,0
88883,1
4572,0
106053,1
29214,0
36485,1
1493,0
15851,1
57399,0
76061,0
62696,1
109428,1
6155,1
18821,0
5863,0
11856,1
61959,3
9107,0
43632,0
3678,0
11062,1
28065,0
49669,1
108296,1
82530,0
27804,0
49305,1
69180,0
112692,1
109240,0
115047,0
19294,0
110896,0
8364,0
10171,0
1606,1
111810,0
96940,0
41574,1
98915,0
118917,0
49171,0
10160,0
101609,1
32887,3
1470,1
94727,1
57405,1
74137,0
45342,1
105918,0
98351,1
122687,1
75903,0
112036,1
104599,1
82308,3
125901,1
47487,0
36674,1
31833,0
34738,1
66833,0
6057,0
32428,1
73494,1
7393,0
65717,1
44950,1
87326,0
116469,0
116792,1
115614,1
36,0
48917,0
85306,0
122784,0
791,0
75599,0
33919,0
104355,1
106255,1
105422,1
125682,1
94715,1
102103,2
114031,1
90834,0
16191,1
64187,0
68297,0
109544,0
101660,0
48902,0
37026,0
15380,0
8265,0
3244,1
146,3
14352,1
47568,0
42587,0
90215,0
104517,0
86724,1
31075,1
62868,0
82341,0
57854,0
78067,1
115219,1
31461,0
118945,0
119173,0
84422,0
42139,1
54805,1
65650,0
105250,0
55534,0
75582,3
442,1
6247,3
109169,0
2876,1
69103,0
115148,1
107938,1
49418,3
114751,0
26382,0
63558,1
48490,3
24747,0
10002,0
39547,0
20941,0
1720,1
105854,1
18724,0
28133,1
85092,0
29096,0
79288,1
28707,3
51819,2
42895,0
56718,1
6370,0
26403,0
121874,1
29195,1
7270,0
48277,1
31247,1
120485,0
92565,1
20593,1
42193,0
20544,1
104341,0
4371,1
6755,0
75880,1
19311,0
1108,0
43415,1
10432,0
82112,0
28547,1
2613,0
111565,1
90607,0
94334,0
109655,1
8616,1
19947,1
24542,3
84426,1
120270,0
13223,0
52513,0
76116,1
27591,1
44280,3
67325,1
125799,1
109087,1
63709,1
38826,1
91827,0
51195,1
110162,0
19492,0
18114,0
55769,1
107373,0
10084,0
62674,0
86894,0
30619,1
33774,1
21495,1
82937,1
43697,2
40987,1
19800,0
18292,1
30376,1
124897,1
106826,0
77302,0
120861,1
2300,0
118783,0
2382,0
91487,0
124148,3
104462,0
113963,0
100136,1
64040,1
14646,0
37333,1
38539,1
44245,0
52210,1
73282,0
123705,1
120372,3
121196,0
57958,0
78202,0
18323,0
85699,0
50700,3
94215,0
115546,0
116642,1
88730,1
6301,0
45857,0
82830,1
13228,3
72309,1
852,1
73929,1
55564,0
23558,0
59902,0
106793,0
119012,1
125168,0
70921,0
26841,1
44362,3
118468,0
121466,1
18233,0
45590,0
2490,1
21634,0
84441,0
120900,1
103989,0
49338,0
8276,1
58874,1
22873,0
109004,0
29320,1
38991,1
219,0
30614,1
80468,3
10135,1
103350,1
33385,1
23892,1
65804,1
95656,1
62526,0
103594,0
28704,1
61113,1
78915,0
8918,0
40913,1
49391,0
63847,0
76327,0
10500,1
12668,3
107450,0
47612,1
39645,1
90739,1
10082,1
112468,0
94859,1
117575,1
90251,0
80464,0
45261,0
109923,1
29577,3
113631,0
12497,1
19542,3
54722,0
23814,1
85773,0
56182,0
45963,0
60719,0
17277,0
91426,1
84913,0
1477,0
117422,0
48570,0
41511,0
119943,0
97411,3
32682,0
12261,0
49009,0
4517,0
108500,0
43985,0
9333,0
799,0
79745,0
123847,1
54907,0
67063,0
113518,0
99263,1
42140,1
22657,0
48248,1
90633,0
34060,2
106185,1
81781,0
50822,3
36271,1
78742,1
21533,0
54114,0
76442,3
106387,0
46134,0
13118,0
115582,0
97838,1
36775,1
117022,3
462,1
23159,0
42578,0
122760,0
109806,1
89823,0
94009,0
35352,0
82036,1
55223,0
33033,0
19213,0
98106,2
99062,1
36682,0
56119,0
68438,0
73917,0
38852,0
82149,1
95807,0
30658,0
16044,0
96827,0
12459,0
54414,0
15929,0
100123,1
1844,1
34117,0
34402,1
21178,1
18532,0
105566,0
6328,0
124423,1
101321,0
31022,1
26091,1
50846,0
49041,3
111797,1
22802,2
107218,1
12209,0
13563,1
7589,1
1995,0
27814,0
80429,0
100391,3
15656,0
29494,1
87588,3
17742,0
79450,0
51307,0
123805,1
37079,1
89990,0
99572,0
78012,0
110068,3
18133,0
70701,0
61570,0
16429,1
101112,0
115419,0
121662,1
31400,0
117215,0
114796,0
21578,1
64128,0
58478,0
52198,0
102329,0
76663,0
43822,3
